"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
6.160026077E0,-4.035087824E-1,-1.754385978E-2,2.456140369E-1,4.727085567E-1
6.170400461E0,-4.035087824E-1,-1.754385978E-2,2.456140369E-1,4.727085567E-1
6.180015846E0,-3.859649003E-1,-1.754385978E-2,2.456140369E-1,4.578241435E-1
6.190205231E0,-3.508771956E-1,-1.754385978E-2,2.456140369E-1,4.286593619E-1
6.200009154E0,-3.157894611E-1,-1.754385978E-2,2.456140369E-1,4.004460337E-1
6.210771769E0,-2.631579041E-1,-1.754385978E-2,2.456140369E-1,3.603971763E-1
6.220014231E0,-2.280701697E-1,-1.754385978E-2,2.456140369E-1,3.356337952E-1
6.230720615E0,-2.105263174E-1,-1.754385978E-2,2.456140369E-1,3.239681658E-1
6.240050923E0,-1.754385978E-1,-1.754385978E-2,2.456140369E-1,3.023454047E-1
6.250026077E0,-1.228070185E-1,-1.754385978E-2,2.456140369E-1,2.751646887E-1
6.260180923E0,-1.052631587E-1,-1.754385978E-2,2.456140369E-1,2.677953971E-1
6.270467923E0,-7.017543912E-2,-1.754385978E-2,2.456140369E-1,2.560442040E-1
6.280018154E0,-5.263157934E-2,-1.754385978E-2,2.280701697E-1,2.347208394E-1
6.292149538E0,-1.754385978E-2,-1.754385978E-2,2.105263174E-1,2.119832643E-1
6.300020692E0,-1.754385978E-2,-1.754385978E-2,2.105263174E-1,2.119832643E-1
6.310034692E0,0.000000000E0,-1.754385978E-2,1.929824501E-1,1.937782575E-1
6.320291077E0,1.754385978E-2,-1.754385978E-2,1.578947306E-1,1.598321619E-1
6.330017846E0,1.754385978E-2,-1.754385978E-2,1.578947306E-1,1.598321619E-1
6.340905077E0,3.508771956E-2,-1.754385978E-2,1.403508782E-1,1.457302443E-1
6.350022923E0,5.263157934E-2,0.000000000E0,1.403508782E-1,1.498948037E-1
6.361417000E0,7.017543912E-2,0.000000000E0,1.228070185E-1,1.414431194E-1
6.370422692E0,8.771929890E-2,0.000000000E0,1.228070185E-1,1.509179883E-1
6.381174538E0,1.052631587E-1,0.000000000E0,1.228070185E-1,1.617463952E-1
6.390015462E0,1.228070185E-1,0.000000000E0,1.228070185E-1,1.736753511E-1
6.400020538E0,1.403508782E-1,0.000000000E0,1.228070185E-1,1.864937876E-1
6.410037846E0,1.578947306E-1,0.000000000E0,1.228070185E-1,2.000307719E-1
6.420024231E0,1.754385978E-1,0.000000000E0,1.052631587E-1,2.045948049E-1
6.430016538E0,1.929824501E-1,0.000000000E0,8.771929890E-2,2.119832575E-1
6.440035154E0,2.105263174E-1,0.000000000E0,7.017543912E-2,2.219142234E-1
6.452341923E0,2.105263174E-1,0.000000000E0,5.263157934E-2,2.170055609E-1
6.460009692E0,2.280701697E-1,0.000000000E0,3.508771956E-2,2.307534406E-1
6.470739385E0,2.280701697E-1,0.000000000E0,1.754385978E-2,2.287439383E-1
6.479997769E0,2.456140369E-1,0.000000000E0,0.000000000E0,2.456140369E-1
6.490015462E0,2.631579041E-1,0.000000000E0,-1.754385978E-2,2.637420511E-1
6.499998846E0,2.807017565E-1,0.000000000E0,-5.263157934E-2,2.855933459E-1
6.510005538E0,2.982456088E-1,0.000000000E0,-7.017543912E-2,3.063903318E-1
6.520101769E0,3.157894611E-1,0.000000000E0,-1.052631587E-1,3.328713210E-1
6.530110000E0,3.333333433E-1,0.000000000E0,-1.403508782E-1,3.616759416E-1
6.540098077E0,3.508771956E-1,0.000000000E0,-1.578947306E-1,3.847668805E-1
6.550000462E0,3.684210479E-1,0.000000000E0,-1.754385978E-1,4.080597630E-1
6.561124154E0,3.859649003E-1,0.000000000E0,-1.929824501E-1,4.315218769E-1
6.570394231E0,4.035087824E-1,0.000000000E0,-2.105263174E-1,4.551270897E-1
6.580137231E0,4.210526347E-1,0.000000000E0,-2.280701697E-1,4.788541777E-1
6.590008923E0,4.561403394E-1,1.754385978E-2,-2.280701697E-1,5.102820774E-1
6.600019077E0,4.736842215E-1,1.754385978E-2,-2.280701697E-1,5.260233179E-1
6.610002615E0,5.087719560E-1,1.754385978E-2,-2.280701697E-1,5.578285512E-1
6.621223462E0,5.438596606E-1,1.754385978E-2,-2.280701697E-1,5.900060337E-1
6.630072000E0,5.964912176E-1,1.754385978E-2,-2.280701697E-1,6.388470568E-1
6.640009615E0,6.315789223E-1,1.754385978E-2,-2.280701697E-1,6.717259295E-1
6.650031231E0,6.666666865E-1,1.754385978E-2,-2.280701697E-1,7.048178916E-1
6.660905769E0,6.842105389E-1,1.754385978E-2,-2.456140369E-1,7.271713028E-1
6.670024154E0,7.192982435E-1,1.754385978E-2,-2.631579041E-1,7.661265122E-1
6.680214846E0,7.543859482E-1,1.754385978E-2,-2.631579041E-1,7.991608276E-1
6.690081846E0,7.894737124E-1,1.754385978E-2,-2.807017565E-1,8.380751791E-1
6.700003231E0,8.245614171E-1,3.508771956E-2,-2.982456088E-1,8.775438005E-1
6.711173231E0,8.421052694E-1,3.508771956E-2,-2.982456088E-1,8.940485871E-1
6.720077923E0,8.771929741E-1,3.508771956E-2,-2.982456088E-1,9.271726404E-1
6.730007462E0,8.947368264E-1,3.508771956E-2,-2.982456088E-1,9.437878892E-1
6.740903769E0,9.298245907E-1,5.263157934E-2,-2.982456088E-1,9.779030094E-1
6.750052692E0,9.473684430E-1,5.263157934E-2,-2.982456088E-1,9.945991620E-1
6.760034615E0,9.824561477E-1,5.263157934E-2,-2.982456088E-1,1.028076169E0
6.770001923E0,1.017543912E0,5.263157934E-2,-2.982456088E-1,1.061657261E0
6.780015231E0,1.035087705E0,5.263157934E-2,-2.982456088E-1,1.078483696E0
6.790009846E0,1.070175409E0,7.017543912E-2,-2.982456088E-1,1.113171344E0
6.800007615E0,1.087719321E0,7.017543912E-2,-2.982456088E-1,1.130047945E0
6.810706154E0,1.105263114E0,7.017543912E-2,-2.982456088E-1,1.146944457E0
6.820158615E0,1.122807026E0,7.017543912E-2,-2.982456088E-1,1.163860238E0
6.830562462E0,1.122807026E0,7.017543912E-2,-2.982456088E-1,1.163860238E0
6.840019077E0,1.122807026E0,7.017543912E-2,-2.807017565E-1,1.159488545E0
6.850714000E0,1.140350819E0,8.771929890E-2,-2.807017565E-1,1.177662151E0
6.860007231E0,1.140350819E0,7.017543912E-2,-2.807017565E-1,1.176485469E0
6.870214538E0,1.140350819E0,7.017543912E-2,-2.807017565E-1,1.176485469E0
6.880093462E0,1.140350819E0,8.771929890E-2,-2.807017565E-1,1.177662151E0
6.890004923E0,1.140350819E0,8.771929890E-2,-2.807017565E-1,1.177662151E0
6.900004846E0,1.157894731E0,7.017543912E-2,-2.807017565E-1,1.193498335E0
6.910012231E0,1.157894731E0,8.771929890E-2,-2.631579041E-1,1.190658207E0
6.922088846E0,1.140350819E0,8.771929890E-2,-2.631579041E-1,1.173604170E0
6.930612077E0,1.140350819E0,8.771929890E-2,-2.456140369E-1,1.169795247E0
6.940017077E0,1.140350819E0,1.052631587E-1,-2.280701697E-1,1.167688453E0
6.950016846E0,1.140350819E0,1.052631587E-1,-2.280701697E-1,1.167688453E0
6.960564308E0,1.122807026E0,1.228070185E-1,-2.105263174E-1,1.148955400E0
6.970009308E0,1.122807026E0,1.228070185E-1,-1.929824501E-1,1.145870589E0
6.980099615E0,1.140350819E0,1.228070185E-1,-1.754385978E-1,1.160284558E0
6.990024308E0,1.157894731E0,1.228070185E-1,-1.578947306E-1,1.175045751E0
7.000016692E0,1.192982435E0,1.228070185E-1,-1.578947306E-1,1.209636061E0
7.010131385E0,1.228070140E0,1.228070185E-1,-1.403508782E-1,1.242149830E0
7.020100077E0,1.263157845E0,1.228070185E-1,-1.403508782E-1,1.276850685E0
7.030378308E0,1.298245668E0,1.228070185E-1,-1.403508782E-1,1.311572243E0
7.040003615E0,1.333333373E0,1.228070185E-1,-1.578947306E-1,1.348254499E0
7.055217846E0,1.350877166E0,1.228070185E-1,-1.578947306E-1,1.365606615E0
7.060013923E0,1.350877166E0,1.228070185E-1,-1.578947306E-1,1.365606615E0
7.070020077E0,1.368421078E0,1.052631587E-1,-1.578947306E-1,1.381516314E0
7.080001462E0,1.350877166E0,1.052631587E-1,-1.403508782E-1,1.362221648E0
7.090014769E0,1.333333373E0,1.052631587E-1,-1.403508782E-1,1.344825857E0
7.100014308E0,1.333333373E0,1.052631587E-1,-1.403508782E-1,1.344825857E0
7.110011077E0,1.298245668E0,1.052631587E-1,-1.228070185E-1,1.308282734E0
7.120014615E0,1.210526347E0,8.771929890E-2,-8.771929890E-2,1.216866216E0
7.131874692E0,1.175438643E0,8.771929890E-2,-8.771929890E-2,1.181966731E0
7.140024385E0,1.175438643E0,8.771929890E-2,-8.771929890E-2,1.181966731E0
7.150000769E0,1.157894731E0,8.771929890E-2,-8.771929890E-2,1.164521171E0
7.160017615E0,1.140350819E0,8.771929890E-2,-8.771929890E-2,1.147078611E0
7.170011462E0,1.122807026E0,8.771929890E-2,-8.771929890E-2,1.129639309E0
7.180091231E0,1.122807026E0,8.771929890E-2,-8.771929890E-2,1.129639309E0
7.191168538E0,1.122807026E0,8.771929890E-2,-7.017543912E-2,1.128412551E0
7.200008846E0,1.122807026E0,8.771929890E-2,-7.017543912E-2,1.128412551E0
7.212890385E0,1.157894731E0,8.771929890E-2,-1.754385978E-2,1.161345198E0
7.220042154E0,1.157894731E0,8.771929890E-2,-1.754385978E-2,1.161345198E0
7.230007538E0,1.157894731E0,8.771929890E-2,0.000000000E0,1.161212678E0
7.240013846E0,1.140350819E0,8.771929890E-2,1.754385978E-2,1.143854209E0
7.250040846E0,1.122807026E0,8.771929890E-2,3.508771956E-2,1.126774796E0
7.260796923E0,1.122807026E0,8.771929890E-2,3.508771956E-2,1.126774796E0
7.270008846E0,1.105263114E0,8.771929890E-2,3.508771956E-2,1.109293638E0
7.279998846E0,1.087719321E0,8.771929890E-2,3.508771956E-2,1.091814611E0
7.290390308E0,1.070175409E0,8.771929890E-2,5.263157934E-2,1.075053564E0
7.304979385E0,1.035087705E0,8.771929890E-2,7.017543912E-2,1.041165608E0
7.310355462E0,1.035087705E0,8.771929890E-2,7.017543912E-2,1.041165608E0
7.321460538E0,1.017543912E0,7.017543912E-2,8.771929890E-2,1.023725979E0
7.329999308E0,1.017543912E0,7.017543912E-2,1.052631587E-1,1.025378241E0
7.340147308E0,1.000000000E0,7.017543912E-2,1.052631587E-1,1.007970696E0
7.350016462E0,9.824561477E-1,7.017543912E-2,1.228070185E-1,9.925856326E-1
7.360644308E0,9.649122953E-1,5.263157934E-2,1.228070185E-1,9.741187734E-1
7.370054308E0,9.473684430E-1,5.263157934E-2,1.052631587E-1,9.546503981E-1
7.380018000E0,9.298245907E-1,5.263157934E-2,1.052631587E-1,9.372428635E-1
7.389997077E0,9.122806787E-1,5.263157934E-2,8.771929890E-2,9.179982546E-1
7.400434077E0,8.771929741E-1,3.508771956E-2,8.771929890E-2,8.822660241E-1
7.413568923E0,8.245614171E-1,1.754385978E-2,8.771929890E-2,8.293997787E-1
7.420013846E0,8.245614171E-1,1.754385978E-2,8.771929890E-2,8.293997787E-1
7.430414769E0,7.894737124E-1,1.754385978E-2,8.771929890E-2,7.945257737E-1
7.439999385E0,7.719298005E-1,0.000000000E0,7.017543912E-2,7.751130299E-1
7.451026154E0,7.368420959E-1,0.000000000E0,7.017543912E-2,7.401762401E-1
7.460005538E0,7.192982435E-1,1.754385978E-2,7.017543912E-2,7.229262358E-1
7.470006538E0,7.192982435E-1,1.754385978E-2,7.017543912E-2,7.229262358E-1
7.480018769E0,6.842105389E-1,1.754385978E-2,7.017543912E-2,6.880235757E-1
7.490005615E0,6.666666865E-1,1.754385978E-2,8.771929890E-2,6.726417571E-1
7.500779923E0,6.666666865E-1,3.508771956E-2,8.771929890E-2,6.733277763E-1
7.510014231E0,6.666666865E-1,3.508771956E-2,8.771929890E-2,6.733277763E-1
7.521995538E0,6.666666865E-1,5.263157934E-2,1.052631587E-1,6.769748050E-1
7.530012231E0,6.666666865E-1,3.508771956E-2,1.052631587E-1,6.758372227E-1
7.540261846E0,6.491228342E-1,3.508771956E-2,1.228070185E-1,6.615687158E-1
7.549999692E0,6.315789223E-1,3.508771956E-2,1.403508782E-1,6.479363025E-1
7.560109846E0,6.315789223E-1,3.508771956E-2,1.403508782E-1,6.479363025E-1
7.570294769E0,6.140350699E-1,3.508771956E-2,1.578947306E-1,6.349810715E-1
7.580009385E0,5.964912176E-1,1.754385978E-2,1.754385978E-1,6.220034255E-1
7.590756385E0,5.614035130E-1,1.754385978E-2,1.754385978E-1,5.884389458E-1
7.600008615E0,5.438596606E-1,1.754385978E-2,1.754385978E-1,5.717253004E-1
7.610933923E0,5.263158083E-1,1.754385978E-2,1.929824501E-1,5.608550108E-1
7.620011923E0,5.087719560E-1,1.754385978E-2,1.929824501E-1,5.444253082E-1
7.632312846E0,4.912280738E-1,1.754385978E-2,1.929824501E-1,5.280672624E-1
7.640385077E0,4.736842215E-1,0.000000000E0,1.929824501E-1,5.114870162E-1
7.650483539E0,4.385964870E-1,0.000000000E0,1.929824501E-1,4.791754423E-1
7.660102692E0,4.035087824E-1,0.000000000E0,1.929824501E-1,4.472824203E-1
7.670475846E0,4.035087824E-1,0.000000000E0,1.929824501E-1,4.472824203E-1
7.679997462E0,3.859649003E-1,0.000000000E0,1.929824501E-1,4.315218769E-1
7.691499769E0,3.859649003E-1,0.000000000E0,1.929824501E-1,4.315218769E-1
7.701558000E0,3.684210479E-1,0.000000000E0,1.929824501E-1,4.159041892E-1
7.709999231E0,3.333333433E-1,0.000000000E0,1.929824501E-1,3.851666442E-1
7.720065154E0,2.982456088E-1,0.000000000E0,1.754385978E-1,3.460189948E-1
7.730007769E0,2.631579041E-1,0.000000000E0,1.754385978E-1,3.162764362E-1
7.741057385E0,2.456140369E-1,0.000000000E0,1.578947306E-1,2.919880153E-1
7.750608308E0,2.105263174E-1,0.000000000E0,1.578947306E-1,2.631578922E-1
7.760039462E0,1.754385978E-1,0.000000000E0,1.578947306E-1,2.360284888E-1
7.770393154E0,1.403508782E-1,0.000000000E0,1.403508782E-1,1.984861155E-1
7.780867462E0,1.228070185E-1,0.000000000E0,1.403508782E-1,1.864937876E-1
7.789997692E0,1.052631587E-1,0.000000000E0,1.403508782E-1,1.754385978E-1
7.800012539E0,7.017543912E-2,0.000000000E0,1.403508782E-1,1.569170522E-1
7.811492923E0,1.754385978E-2,0.000000000E0,1.403508782E-1,1.414431194E-1
7.819999539E0,-1.754385978E-2,0.000000000E0,1.403508782E-1,1.414431194E-1
7.830023692E0,-5.263157934E-2,0.000000000E0,1.403508782E-1,1.498948037E-1
7.840012692E0,-1.052631587E-1,0.000000000E0,1.403508782E-1,1.754385978E-1
7.850035692E0,-1.228070185E-1,0.000000000E0,1.228070185E-1,1.736753511E-1
7.860023846E0,-1.578947306E-1,0.000000000E0,1.228070185E-1,2.000307719E-1
7.870351385E0,-2.105263174E-1,0.000000000E0,1.228070185E-1,2.437270894E-1
7.879998539E0,-2.807017565E-1,0.000000000E0,1.052631587E-1,2.997896073E-1
7.890039846E0,-3.333333433E-1,0.000000000E0,1.052631587E-1,3.495589368E-1
7.900052539E0,-3.859649003E-1,0.000000000E0,8.771929890E-2,3.958075032E-1
7.910028231E0,-4.210526347E-1,0.000000000E0,8.771929890E-2,4.300930092E-1
7.920673385E0,-4.561403394E-1,-1.754385978E-2,7.017543912E-2,4.618402196E-1
7.929999000E0,-5.087719560E-1,-1.754385978E-2,7.017543912E-2,5.138883949E-1
7.941624846E0,-5.438596606E-1,-1.754385978E-2,7.017543912E-2,5.486489859E-1
7.950005769E0,-5.789473653E-1,-1.754385978E-2,7.017543912E-2,5.834487390E-1
7.960069692E0,-6.140350699E-1,-1.754385978E-2,5.263157934E-2,6.165362417E-1
7.970066462E0,-6.666666865E-1,-1.754385978E-2,5.263157934E-2,6.689711063E-1
7.980022154E0,-7.017543912E-1,-1.754385978E-2,3.508771956E-2,7.028500271E-1
7.993426231E0,-7.368420959E-1,0.000000000E0,3.508771956E-2,7.376770447E-1
8.000109923E0,-7.719298005E-1,0.000000000E0,1.754385978E-2,7.721291368E-1
8.011157615E0,-8.245614171E-1,0.000000000E0,1.754385978E-2,8.247480328E-1
8.020065539E0,-8.596491218E-1,0.000000000E0,1.754385978E-2,8.598281221E-1
8.030390769E0,-8.947368264E-1,0.000000000E0,1.754385978E-2,8.949088085E-1
8.039997615E0,-9.298245907E-1,0.000000000E0,3.508771956E-2,9.304863876E-1
8.050184692E0,-9.649122953E-1,0.000000000E0,3.508771956E-2,9.655500431E-1
8.059999308E0,-9.824561477E-1,0.000000000E0,1.754385978E-2,9.826127768E-1
8.070011769E0,-9.824561477E-1,0.000000000E0,1.754385978E-2,9.826127768E-1
8.080003923E0,-9.824561477E-1,0.000000000E0,1.754385978E-2,9.826127768E-1
8.090011846E0,-1.000000000E0,0.000000000E0,0.000000000E0,1.000000000E0
8.100166923E0,-1.017543912E0,-1.754385978E-2,0.000000000E0,1.017695141E0
8.110018539E0,-1.017543912E0,-1.754385978E-2,0.000000000E0,1.017695141E0
8.120030769E0,-1.017543912E0,-1.754385978E-2,-1.754385978E-2,1.017846347E0
8.130018308E0,-1.017543912E0,-1.754385978E-2,-1.754385978E-2,1.017846347E0
8.140196462E0,-1.035087705E0,-1.754385978E-2,-1.754385978E-2,1.035385016E0
8.149999769E0,-1.035087705E0,-1.754385978E-2,-1.754385978E-2,1.035385016E0
8.160759077E0,-1.052631617E0,-1.754385978E-2,-5.263157934E-2,1.054092591E0
8.169999077E0,-1.052631617E0,-1.754385978E-2,-5.263157934E-2,1.054092591E0
8.180009462E0,-1.070175409E0,-1.754385978E-2,-5.263157934E-2,1.071612466E0
8.190433923E0,-1.087719321E0,-1.754385978E-2,-7.017543912E-2,1.090121874E0
8.200430000E0,-1.105263114E0,0.000000000E0,-8.771929890E-2,1.108738574E0
8.215605308E0,-1.122807026E0,-1.754385978E-2,-1.052631587E-1,1.127866897E0
8.220789000E0,-1.122807026E0,-1.754385978E-2,-1.052631587E-1,1.127866897E0
8.230133615E0,-1.122807026E0,-1.754385978E-2,-1.052631587E-1,1.127866897E0
8.240021000E0,-1.122807026E0,-1.754385978E-2,-1.228070185E-1,1.129639309E0
8.250884692E0,-1.140350819E0,-1.754385978E-2,-1.228070185E-1,1.147078611E0
8.260012308E0,-1.157894731E0,-1.754385978E-2,-1.228070185E-1,1.164521171E0
8.271104615E0,-1.210526347E0,-1.754385978E-2,-1.228070185E-1,1.216866216E0
8.279998923E0,-1.210526347E0,-1.754385978E-2,-1.228070185E-1,1.216866216E0
8.290393692E0,-1.228070140E0,-1.754385978E-2,-1.228070185E-1,1.234319902E0
8.300686692E0,-1.263157845E0,-1.754385978E-2,-1.228070185E-1,1.269234845E0
8.310288000E0,-1.280701756E0,-1.754385978E-2,-1.228070185E-1,1.286695900E0
8.320061154E0,-1.298245668E0,-1.754385978E-2,-1.228070185E-1,1.304159180E0
8.330012615E0,-1.315789461E0,-1.754385978E-2,-1.403508782E-1,1.323369964E0
8.340883846E0,-1.350877166E0,-1.754385978E-2,-1.403508782E-1,1.358261857E0
8.350471308E0,-1.368421078E0,-3.508771956E-2,-1.403508782E-1,1.376047151E0
8.360008231E0,-1.403508782E0,-3.508771956E-2,-1.403508782E-1,1.410945222E0
8.369997000E0,-1.438596487E0,-3.508771956E-2,-1.403508782E-1,1.445852472E0
8.380508154E0,-1.456140399E0,-3.508771956E-2,-1.403508782E-1,1.463309393E0
8.394559000E0,-1.508771896E0,-3.508771956E-2,-1.578947306E-1,1.517417058E0
8.400780000E0,-1.508771896E0,-3.508771956E-2,-1.578947306E-1,1.517417058E0
8.411048769E0,-1.526315808E0,-3.508771956E-2,-1.578947306E-1,1.534862157E0
8.419997769E0,-1.526315808E0,-3.508771956E-2,-1.578947306E-1,1.534862157E0
8.431513385E0,-1.526315808E0,-3.508771956E-2,-1.578947306E-1,1.534862157E0
8.440005154E0,-1.526315808E0,-3.508771956E-2,-1.754385978E-1,1.536766019E0
8.450049769E0,-1.508771896E0,-3.508771956E-2,-1.754385978E-1,1.519342781E0
8.460257077E0,-1.508771896E0,-5.263157934E-2,-1.578947306E-1,1.517924064E0
8.470006462E0,-1.491228104E0,-5.263157934E-2,-1.578947306E-1,1.500487283E0
8.479999154E0,-1.456140399E0,-5.263157934E-2,-1.578947306E-1,1.465621264E0
8.490136692E0,-1.421052575E0,-5.263157934E-2,-1.403508782E-1,1.428936273E0
8.502872231E0,-1.350877166E0,-7.017543912E-2,-1.228070185E-1,1.358261857E0
8.510021462E0,-1.350877166E0,-7.017543912E-2,-1.228070185E-1,1.358261857E0
8.520107769E0,-1.298245668E0,-7.017543912E-2,-1.228070185E-1,1.305928012E0
8.529997923E0,-1.263157845E0,-7.017543912E-2,-1.228070185E-1,1.271052279E0
8.540528923E0,-1.228070140E0,-8.771929890E-2,-1.228070185E-1,1.237308574E0
8.550011846E0,-1.192982435E0,-8.771929890E-2,-1.228070185E-1,1.202490470E0
8.560046231E0,-1.157894731E0,-8.771929890E-2,-1.403508782E-1,1.169663734E0
8.570009000E0,-1.122807026E0,-8.771929890E-2,-1.403508782E-1,1.134939938E0
8.580014231E0,-1.087719321E0,-8.771929890E-2,-1.403508782E-1,1.100239231E0
8.590228923E0,-1.052631617E0,-7.017543912E-2,-1.403508782E-1,1.064263258E0
8.600012615E0,-1.035087705E0,-8.771929890E-2,-1.578947306E-1,1.050729260E0
8.610025385E0,-9.824561477E-1,-7.017543912E-2,-1.578947306E-1,9.975346712E-1
8.620025385E0,-9.473684430E-1,-8.771929890E-2,-1.578947306E-1,9.644337137E-1
8.635149231E0,-9.473684430E-1,-8.771929890E-2,-1.578947306E-1,9.644337137E-1
8.640683077E0,-9.298245907E-1,-8.771929890E-2,-1.403508782E-1,9.444399472E-1
8.650000769E0,-8.947368264E-1,-8.771929890E-2,-1.228070185E-1,9.073754613E-1
8.660069846E0,-8.771929741E-1,-7.017543912E-2,-1.052631587E-1,8.862688298E-1
8.671369308E0,-8.421052694E-1,-7.017543912E-2,-1.052631587E-1,8.515551712E-1
8.680021846E0,-8.245614171E-1,-7.017543912E-2,-8.771929890E-2,8.321783452E-1
8.690058077E0,-8.070175648E-1,-7.017543912E-2,-8.771929890E-2,8.147985134E-1
8.700300462E0,-7.894737124E-1,-7.017543912E-2,-7.017543912E-2,7.956870787E-1
8.710012769E0,-7.894737124E-1,-7.017543912E-2,-7.017543912E-2,7.956870787E-1
8.720971000E0,-7.719298005E-1,-7.017543912E-2,-7.017543912E-2,7.782832398E-1
8.730020539E0,-7.719298005E-1,-7.017543912E-2,-7.017543912E-2,7.782832398E-1
8.740036077E0,-7.543859482E-1,-5.263157934E-2,-7.017543912E-2,7.594687842E-1
8.750002077E0,-7.543859482E-1,-5.263157934E-2,-7.017543912E-2,7.594687842E-1
8.760012539E0,-7.368420959E-1,-5.263157934E-2,-5.263157934E-2,7.405919528E-1
8.770012769E0,-7.368420959E-1,-5.263157934E-2,-5.263157934E-2,7.405919528E-1
8.782031231E0,-7.543859482E-1,-5.263157934E-2,-3.508771956E-2,7.570332820E-1
8.790031000E0,-7.543859482E-1,-5.263157934E-2,-3.508771956E-2,7.570332820E-1
8.801517385E0,-7.368420959E-1,-5.263157934E-2,-1.754385978E-2,7.389276990E-1
8.817162769E0,-7.192982435E-1,-5.263157934E-2,0.000000000E0,7.212212187E-1
8.820404769E0,-7.017543912E-1,-5.263157934E-2,0.000000000E0,7.037253077E-1
8.830086539E0,-6.842105389E-1,-5.263157934E-2,0.000000000E0,6.862318447E-1
8.840059000E0,-6.842105389E-1,-5.263157934E-2,1.754385978E-2,6.864560668E-1
8.850918615E0,-6.842105389E-1,-5.263157934E-2,3.508771956E-2,6.871282942E-1
8.860239923E0,-6.666666865E-1,-5.263157934E-2,3.508771956E-2,6.696608859E-1
8.870030385E0,-6.491228342E-1,-5.263157934E-2,3.508771956E-2,6.521975813E-1
8.880450846E0,-6.315789223E-1,-5.263157934E-2,3.508771956E-2,6.347386598E-1
8.890170154E0,-6.140350699E-1,-5.263157934E-2,3.508771956E-2,6.172846170E-1
8.900011923E0,-5.789473653E-1,-5.263157934E-2,3.508771956E-2,5.823927223E-1
8.910019308E0,-5.438596606E-1,-5.263157934E-2,3.508771956E-2,5.475258548E-1
8.920465616E0,-5.263158083E-1,-5.263157934E-2,3.508771956E-2,5.301033496E-1
8.930465616E0,-4.561403394E-1,-3.508771956E-2,5.263157934E-2,4.605054184E-1
8.940194769E0,-4.561403394E-1,-3.508771956E-2,5.263157934E-2,4.605054184E-1
8.950014923E0,-4.210526347E-1,-3.508771956E-2,5.263157934E-2,4.257775856E-1
8.960013154E0,-3.859649003E-1,-3.508771956E-2,5.263157934E-2,3.911139673E-1
8.970470154E0,-3.508771956E-1,-1.754385978E-2,5.263157934E-2,3.552360857E-1
8.980007616E0,-2.982456088E-1,-1.754385978E-2,5.263157934E-2,3.033616873E-1
8.990020539E0,-2.631579041E-1,-1.754385978E-2,5.263157934E-2,2.689422850E-1
9.000009154E0,-2.105263174E-1,-1.754385978E-2,7.017543912E-2,2.226066252E-1
9.010024077E0,-1.929824501E-1,-1.754385978E-2,7.017543912E-2,2.060936810E-1
9.020004231E0,-1.578947306E-1,-1.754385978E-2,7.017543912E-2,1.736753443E-1
9.030019077E0,-1.228070185E-1,0.000000000E0,8.771929890E-2,1.509179883E-1
9.039999154E0,-1.228070185E-1,0.000000000E0,8.771929890E-2,1.509179883E-1
9.050007769E0,-8.771929890E-2,0.000000000E0,8.771929890E-2,1.240538222E-1
9.060005846E0,-5.263157934E-2,0.000000000E0,7.017543912E-2,8.771929890E-2
9.070798000E0,0.000000000E0,0.000000000E0,5.263157934E-2,5.263157934E-2
9.080028000E0,3.508771956E-2,0.000000000E0,3.508771956E-2,4.962152887E-2
9.089997769E0,3.508771956E-2,0.000000000E0,3.508771956E-2,4.962152887E-2
9.100012077E0,7.017543912E-2,0.000000000E0,1.754385978E-2,7.233518695E-2
9.110010231E0,8.771929890E-2,-1.754385978E-2,1.754385978E-2,9.116056950E-2
9.120022462E0,1.052631587E-1,0.000000000E0,0.000000000E0,1.052631587E-1
9.130001616E0,1.228070185E-1,0.000000000E0,0.000000000E0,1.228070185E-1
9.140007616E0,1.228070185E-1,0.000000000E0,0.000000000E0,1.228070185E-1
9.150000231E0,1.403508782E-1,0.000000000E0,0.000000000E0,1.403508782E-1
9.160059846E0,1.403508782E-1,0.000000000E0,0.000000000E0,1.403508782E-1
9.170060308E0,1.578947306E-1,0.000000000E0,0.000000000E0,1.578947306E-1
9.180009692E0,1.754385978E-1,0.000000000E0,0.000000000E0,1.754385978E-1
9.195623308E0,2.280701697E-1,1.754385978E-2,0.000000000E0,2.287439383E-1
9.200009385E0,2.280701697E-1,1.754385978E-2,0.000000000E0,2.287439383E-1
9.210026769E0,2.456140369E-1,1.754385978E-2,0.000000000E0,2.462398062E-1
9.220014769E0,2.807017565E-1,1.754385978E-2,0.000000000E0,2.812494677E-1
9.234750385E0,3.508771956E-1,3.508771956E-2,1.754385978E-2,3.530633675E-1
9.240014077E0,3.508771956E-1,3.508771956E-2,1.754385978E-2,3.530633675E-1
9.250011308E0,3.859649003E-1,3.508771956E-2,1.754385978E-2,3.879533984E-1
9.260840539E0,4.035087824E-1,3.508771956E-2,3.508771956E-2,4.065484394E-1
9.270139385E0,4.385964870E-1,3.508771956E-2,3.508771956E-2,4.413945792E-1
9.280023846E0,4.561403394E-1,3.508771956E-2,3.508771956E-2,4.588314563E-1
9.290011385E0,4.912280738E-1,3.508771956E-2,5.263157934E-2,4.952840112E-1
9.300037923E0,5.263158083E-1,3.508771956E-2,5.263157934E-2,5.301033496E-1
