"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.020041384E0,-8.771929741E-1,-7.017543912E-2,1.578947306E-1,8.940485736E-1
3.030016923E0,-8.771929741E-1,-7.017543912E-2,1.403508782E-1,8.911175428E-1
3.040012154E0,-8.771929741E-1,-7.017543912E-2,1.403508782E-1,8.911175428E-1
3.050004538E0,-8.771929741E-1,-5.263157934E-2,1.228070185E-1,8.873100702E-1
3.060086154E0,-8.771929741E-1,-5.263157934E-2,1.403508782E-1,8.899078413E-1
3.070132846E0,-8.596491218E-1,-5.263157934E-2,1.403508782E-1,8.726196564E-1
3.080016384E0,-8.421052694E-1,-3.508771956E-2,1.578947306E-1,8.574982092E-1
3.090017923E0,-8.245614171E-1,-3.508771956E-2,1.578947306E-1,8.402758027E-1
3.100282615E0,-8.245614171E-1,-3.508771956E-2,1.754385978E-1,8.437484105E-1
3.110171538E0,-8.070175648E-1,-3.508771956E-2,2.105263174E-1,8.347633367E-1
3.120019154E0,-8.245614171E-1,-3.508771956E-2,2.280701697E-1,8.562410180E-1
3.136122384E0,-8.421052694E-1,-3.508771956E-2,2.631579041E-1,8.829634847E-1
3.140017846E0,-8.771929741E-1,-3.508771956E-2,2.807017565E-1,9.216789777E-1
3.151132769E0,-8.947368264E-1,-1.754385978E-2,3.157894611E-1,9.489914432E-1
3.160016307E0,-9.122806787E-1,-1.754385978E-2,3.333333433E-1,9.714293292E-1
3.170348846E0,-9.298245907E-1,-1.754385978E-2,3.508771956E-1,9.939800616E-1
3.181055154E0,-9.649122953E-1,-1.754385978E-2,3.508771956E-1,1.026877953E0
3.190029384E0,-9.824561477E-1,-1.754385978E-2,3.333333433E-1,1.037612156E0
3.200038846E0,-9.824561477E-1,-1.754385978E-2,3.333333433E-1,1.037612156E0
3.210004846E0,-1.000000000E0,-1.754385978E-2,3.157894611E-1,1.048823517E0
3.220049307E0,-1.035087705E0,-1.754385978E-2,2.631579041E-1,1.068160300E0
3.229999615E0,-1.052631617E0,-1.754385978E-2,2.105263174E-1,1.073621180E0
3.240104846E0,-1.070175409E0,-1.754385978E-2,1.578947306E-1,1.081902925E0
3.249998538E0,-1.070175409E0,0.000000000E0,1.228070185E-1,1.077198668E0
3.260016615E0,-1.087719321E0,0.000000000E0,7.017543912E-2,1.089980694E0
3.270004000E0,-1.105263114E0,0.000000000E0,3.508771956E-2,1.105819922E0
3.281336538E0,-1.105263114E0,0.000000000E0,1.754385978E-2,1.105402342E0
3.290024231E0,-1.105263114E0,0.000000000E0,1.754385978E-2,1.105402342E0
3.300005384E0,-1.105263114E0,0.000000000E0,1.754385978E-2,1.105402342E0
3.310031154E0,-1.087719321E0,0.000000000E0,3.508771956E-2,1.088285105E0
3.320163231E0,-1.000000000E0,-1.754385978E-2,5.263157934E-2,1.001537753E0
3.330011615E0,-1.000000000E0,-1.754385978E-2,5.263157934E-2,1.001537753E0
3.339997846E0,-9.824561477E-1,0.000000000E0,7.017543912E-2,9.849592247E-1
3.349998538E0,-9.649122953E-1,0.000000000E0,7.017543912E-2,9.674607640E-1
3.359998000E0,-9.122806787E-1,0.000000000E0,5.263157934E-2,9.137976362E-1
3.371107615E0,-8.596491218E-1,0.000000000E0,3.508771956E-2,8.603648997E-1
3.380192077E0,-8.070175648E-1,0.000000000E0,1.754385978E-2,8.072082364E-1
3.390008307E0,-7.368420959E-1,0.000000000E0,0.000000000E0,7.368420959E-1
3.400031154E0,-6.666666865E-1,1.754385978E-2,-1.754385978E-2,6.671282073E-1
3.410005077E0,-6.140350699E-1,1.754385978E-2,-5.263157934E-2,6.165362417E-1
3.420096154E0,-5.438596606E-1,3.508771956E-2,-7.017543912E-2,5.494898277E-1
3.430004307E0,-4.912280738E-1,3.508771956E-2,-8.771929890E-2,5.002307907E-1
3.440011923E0,-4.385964870E-1,3.508771956E-2,-1.052631587E-1,4.524139245E-1
3.450014923E0,-3.859649003E-1,3.508771956E-2,-1.403508782E-1,4.121873619E-1
3.460011692E0,-3.508771956E-1,3.508771956E-2,-1.578947306E-1,3.863634305E-1
3.470127769E0,-3.157894611E-1,3.508771956E-2,-1.929824501E-1,3.717477073E-1
3.480925384E0,-2.807017565E-1,1.754385978E-2,-1.929824501E-1,3.410916140E-1
3.490016307E0,-2.280701697E-1,1.754385978E-2,-2.105263174E-1,3.108779819E-1
3.500003615E0,-1.929824501E-1,1.754385978E-2,-2.280701697E-1,2.992758182E-1
3.510012846E0,-1.578947306E-1,1.754385978E-2,-2.280701697E-1,2.779470008E-1
3.520003461E0,-1.228070185E-1,0.000000000E0,-2.105263174E-1,2.437270894E-1
3.530025846E0,-8.771929890E-2,0.000000000E0,-2.105263174E-1,2.280701771E-1
3.540680615E0,-7.017543912E-2,0.000000000E0,-2.105263174E-1,2.219142234E-1
3.550011846E0,-3.508771956E-2,0.000000000E0,-2.105263174E-1,2.134302658E-1
3.560111077E0,-1.754385978E-2,0.000000000E0,-2.105263174E-1,2.112560468E-1
3.570015307E0,0.000000000E0,0.000000000E0,-2.105263174E-1,2.105263174E-1
3.580596538E0,0.000000000E0,0.000000000E0,-2.105263174E-1,2.105263174E-1
3.590009538E0,1.754385978E-2,0.000000000E0,-2.280701697E-1,2.287439383E-1
3.605403692E0,5.263157934E-2,0.000000000E0,-2.456140369E-1,2.511898451E-1
3.610027615E0,5.263157934E-2,0.000000000E0,-2.456140369E-1,2.511898451E-1
3.620081384E0,8.771929890E-2,-1.754385978E-2,-2.631579041E-1,2.779470182E-1
3.630005384E0,1.052631587E-1,-1.754385978E-2,-2.807017565E-1,3.003025070E-1
3.640014307E0,1.052631587E-1,-1.754385978E-2,-2.982456088E-1,3.167626284E-1
3.650001538E0,1.052631587E-1,-1.754385978E-2,-2.982456088E-1,3.167626284E-1
3.660151846E0,8.771929890E-2,-1.754385978E-2,-3.157894611E-1,3.282155484E-1
3.670053231E0,7.017543912E-2,-1.754385978E-2,-3.157894611E-1,3.239681513E-1
3.680013384E0,5.263157934E-2,0.000000000E0,-2.982456088E-1,3.028539686E-1
3.690029923E0,5.263157934E-2,0.000000000E0,-2.982456088E-1,3.028539686E-1
3.701255231E0,8.771929890E-2,0.000000000E0,-2.982456088E-1,3.108779802E-1
3.710026231E0,1.228070185E-1,0.000000000E0,-2.982456088E-1,3.225399308E-1
3.720008538E0,1.754385978E-1,0.000000000E0,-2.982456088E-1,3.460189948E-1
3.730020461E0,2.280701697E-1,0.000000000E0,-3.157894611E-1,3.895368867E-1
3.740021384E0,2.982456088E-1,0.000000000E0,-3.157894611E-1,4.343655453E-1
3.750010538E0,3.508771956E-1,0.000000000E0,-3.157894611E-1,4.720569777E-1
3.760045384E0,3.859649003E-1,0.000000000E0,-3.157894611E-1,4.986901723E-1
3.770003923E0,4.035087824E-1,1.754385978E-2,-3.157894611E-1,5.126890951E-1
3.780027231E0,4.210526347E-1,1.754385978E-2,-3.157894611E-1,5.266081009E-1
3.791483308E0,4.385964870E-1,1.754385978E-2,-3.157894611E-1,5.407380597E-1
3.800417000E0,4.561403394E-1,1.754385978E-2,-3.157894611E-1,5.550628613E-1
3.810007769E0,4.736842215E-1,1.754385978E-2,-3.157894611E-1,5.695678296E-1
3.821668231E0,5.087719560E-1,1.754385978E-2,-3.157894611E-1,5.990656675E-1
3.830095769E0,5.263158083E-1,1.754385978E-2,-3.157894611E-1,6.140350974E-1
3.841232154E0,5.614035130E-1,1.754385978E-2,-3.157894611E-1,6.443637755E-1
3.850024538E0,5.789473653E-1,1.754385978E-2,-3.157894611E-1,6.597051027E-1
3.860006000E0,5.964912176E-1,1.754385978E-2,-3.157894611E-1,6.751537184E-1
3.870026846E0,6.140350699E-1,1.754385978E-2,-2.982456088E-1,6.828596469E-1
3.880011769E0,6.315789223E-1,1.754385978E-2,-2.807017565E-1,6.913705216E-1
3.890335923E0,6.666666865E-1,3.508771956E-2,-2.807017565E-1,7.242023854E-1
3.900647077E0,6.842105389E-1,3.508771956E-2,-2.631579041E-1,7.339123191E-1
3.910014461E0,7.192982435E-1,5.263157934E-2,-2.456140369E-1,7.618965162E-1
3.920004154E0,7.543859482E-1,5.263157934E-2,-2.456140369E-1,7.951065948E-1
3.930043769E0,7.719298005E-1,5.263157934E-2,-2.280701697E-1,8.066360408E-1
3.940204692E0,8.070175648E-1,5.263157934E-2,-2.280701697E-1,8.402758091E-1
3.950016077E0,8.245614171E-1,7.017543912E-2,-2.105263174E-1,8.539013135E-1
3.962378692E0,8.421052694E-1,7.017543912E-2,-2.105263174E-1,8.708542974E-1
3.971359000E0,8.596491218E-1,7.017543912E-2,-2.105263174E-1,8.878302400E-1
3.982382077E0,8.771929741E-1,7.017543912E-2,-1.929824501E-1,9.009075047E-1
3.989999769E0,8.771929741E-1,8.771929890E-2,-1.929824501E-1,9.024435801E-1
4.000155538E0,8.947368264E-1,8.771929890E-2,-1.929824501E-1,9.195057857E-1
4.009999000E0,9.122806787E-1,8.771929890E-2,-1.929824501E-1,9.365857880E-1
4.021285384E0,9.122806787E-1,8.771929890E-2,-1.929824501E-1,9.365857880E-1
4.030001000E0,8.947368264E-1,8.771929890E-2,-1.929824501E-1,9.195057857E-1
4.040048077E0,8.947368264E-1,8.771929890E-2,-1.929824501E-1,9.195057857E-1
4.050825000E0,8.947368264E-1,1.052631587E-1,-1.929824501E-1,9.213449664E-1
4.060013615E0,8.947368264E-1,1.052631587E-1,-1.754385978E-1,9.178306068E-1
4.071689615E0,8.947368264E-1,1.052631587E-1,-1.754385978E-1,9.178306068E-1
4.080007538E0,8.947368264E-1,1.052631587E-1,-1.578947306E-1,9.146393098E-1
4.092081923E0,9.122806787E-1,1.052631587E-1,-1.578947306E-1,9.318085186E-1
4.100117077E0,9.298245907E-1,1.052631587E-1,-1.228070185E-1,9.437879348E-1
4.110489000E0,9.473684430E-1,1.052631587E-1,-1.052631587E-1,9.589930302E-1
4.120033384E0,9.649122953E-1,1.052631587E-1,-7.017543912E-2,9.731704180E-1
4.132525077E0,9.824561477E-1,1.228070185E-1,-5.263157934E-2,9.914997373E-1
4.140026615E0,1.000000000E0,1.228070185E-1,-3.508771956E-2,1.008123361E0
4.150415077E0,1.000000000E0,1.228070185E-1,-1.754385978E-2,1.007665297E0
4.162042461E0,1.017543912E0,1.403508782E-1,-1.754385978E-2,1.027327489E0
4.170708154E0,1.017543912E0,1.403508782E-1,0.000000000E0,1.027177678E0
4.181266077E0,1.017543912E0,1.403508782E-1,0.000000000E0,1.027177678E0
4.189998308E0,1.017543912E0,1.403508782E-1,0.000000000E0,1.027177678E0
4.200016923E0,1.035087705E0,1.403508782E-1,0.000000000E0,1.044559680E0
4.209998769E0,1.035087705E0,1.578947306E-1,0.000000000E0,1.047061270E0
4.220244000E0,1.070175409E0,1.578947306E-1,1.754385978E-2,1.081902925E0
4.230019000E0,1.070175409E0,1.578947306E-1,1.754385978E-2,1.081902925E0
4.241340846E0,1.105263114E0,1.754385978E-1,3.508771956E-2,1.119650124E0
4.250148846E0,1.105263114E0,1.754385978E-1,3.508771956E-2,1.119650124E0
4.260871923E0,1.140350819E0,1.754385978E-1,5.263157934E-2,1.154967001E0
4.270008154E0,1.157894731E0,1.754385978E-1,7.017543912E-2,1.173210766E0
4.280005308E0,1.175438643E0,1.754385978E-1,8.771929890E-2,1.191691814E0
4.290005308E0,1.175438643E0,1.754385978E-1,1.052631587E-1,1.193111494E0
4.300005154E0,1.192982435E0,1.754385978E-1,1.228070185E-1,1.212050888E0
4.311057923E0,1.192982435E0,1.578947306E-1,1.403508782E-1,1.211542903E0
4.320005923E0,1.192982435E0,1.578947306E-1,1.403508782E-1,1.211542903E0
4.329999308E0,1.192982435E0,1.403508782E-1,1.403508782E-1,1.209381589E0
4.339996154E0,1.210526347E0,1.403508782E-1,1.403508782E-1,1.226690986E0
4.350008769E0,1.210526347E0,1.403508782E-1,1.403508782E-1,1.226690986E0
4.360033538E0,1.210526347E0,1.403508782E-1,1.228070185E-1,1.224807728E0
4.370452923E0,1.210526347E0,1.403508782E-1,1.052631587E-1,1.223173225E0
4.380011923E0,1.210526347E0,1.403508782E-1,1.052631587E-1,1.223173225E0
4.390264231E0,1.210526347E0,1.403508782E-1,1.052631587E-1,1.223173225E0
4.400348308E0,1.210526347E0,1.403508782E-1,1.052631587E-1,1.223173225E0
4.410048384E0,1.210526347E0,1.403508782E-1,1.052631587E-1,1.223173225E0
4.420004154E0,1.210526347E0,1.403508782E-1,1.052631587E-1,1.223173225E0
4.430006769E0,1.210526347E0,1.403508782E-1,1.052631587E-1,1.223173225E0
4.440008154E0,1.210526347E0,1.403508782E-1,1.052631587E-1,1.223173225E0
4.450697077E0,1.192982435E0,1.403508782E-1,1.052631587E-1,1.205813332E0
4.459997384E0,1.175438643E0,1.403508782E-1,1.228070185E-1,1.190141141E0
4.470055923E0,1.140350819E0,1.403508782E-1,1.578947306E-1,1.159753898E0
4.480119769E0,1.105263114E0,1.403508782E-1,1.929824501E-1,1.130728591E0
4.490028538E0,1.052631617E0,1.403508782E-1,2.280701697E-1,1.086161909E0
4.500178692E0,1.017543912E0,1.403508782E-1,2.631579041E-1,1.060351859E0
4.510019769E0,9.649122953E-1,1.228070185E-1,2.982456088E-1,1.017392621E0
4.519997769E0,9.298245907E-1,1.228070185E-1,3.333333433E-1,9.953725187E-1
4.530300154E0,8.947368264E-1,1.228070185E-1,3.508771956E-1,9.688913039E-1
4.540000077E0,8.771929741E-1,1.052631587E-1,3.333333433E-1,9.442769531E-1
4.550015692E0,8.245614171E-1,1.052631587E-1,3.333333433E-1,8.955964386E-1
4.560417231E0,7.894737124E-1,1.052631587E-1,3.333333433E-1,8.634003665E-1
4.570010846E0,7.719298005E-1,8.771929890E-2,3.157894611E-1,8.386258260E-1
4.580033000E0,7.368420959E-1,8.771929890E-2,3.333333433E-1,8.134753022E-1
4.590002000E0,7.192982435E-1,7.017543912E-2,3.333333433E-1,7.958804390E-1
4.600569231E0,7.017543912E-1,7.017543912E-2,3.508771956E-1,7.877173505E-1
4.610046615E0,6.842105389E-1,5.263157934E-2,3.508771956E-1,7.707327364E-1
4.620204231E0,6.666666865E-1,5.263157934E-2,3.684210479E-1,7.635107220E-1
4.630011154E0,6.315789223E-1,5.263157934E-2,3.684210479E-1,7.330730433E-1
4.640016077E0,6.140350699E-1,3.508771956E-2,3.508771956E-1,7.080854621E-1
4.653253846E0,5.964912176E-1,3.508771956E-2,3.508771956E-1,6.929269277E-1
4.660847692E0,5.964912176E-1,3.508771956E-2,3.333333433E-1,6.842105221E-1
4.670913384E0,5.964912176E-1,3.508771956E-2,3.333333433E-1,6.842105221E-1
4.680012231E0,5.789473653E-1,3.508771956E-2,3.157894611E-1,6.604045606E-1
4.694307769E0,5.614035130E-1,3.508771956E-2,2.982456088E-1,6.366753455E-1
4.710010615E0,5.438596606E-1,1.754385978E-2,2.982456088E-1,6.205171719E-1
4.719997692E0,5.087719560E-1,1.754385978E-2,2.982456088E-1,5.900060452E-1
4.730009384E0,4.912280738E-1,1.754385978E-2,2.807017565E-1,5.660444184E-1
4.740006077E0,4.736842215E-1,0.000000000E0,2.807017565E-1,5.506089518E-1
4.750120769E0,4.561403394E-1,0.000000000E0,2.807017565E-1,5.355907816E-1
4.760127154E0,4.385964870E-1,0.000000000E0,2.807017565E-1,5.207305969E-1
4.769999769E0,4.385964870E-1,0.000000000E0,2.807017565E-1,5.207305969E-1
4.782338384E0,4.385964870E-1,0.000000000E0,2.631579041E-1,5.114870096E-1
4.790015538E0,4.210526347E-1,0.000000000E0,2.631579041E-1,4.965253304E-1
4.800190615E0,4.210526347E-1,-1.754385978E-2,2.456140369E-1,4.877697852E-1
4.810014154E0,3.859649003E-1,-1.754385978E-2,2.280701697E-1,4.486565430E-1
4.820036461E0,3.508771956E-1,-1.754385978E-2,2.105263174E-1,4.095655304E-1
4.830216538E0,3.157894611E-1,-1.754385978E-2,1.929824501E-1,3.705037069E-1
4.840062615E0,2.807017565E-1,-1.754385978E-2,1.754385978E-1,3.314814696E-1
4.850745538E0,2.456140369E-1,-1.754385978E-2,1.578947306E-1,2.925145947E-1
4.860000308E0,2.280701697E-1,-1.754385978E-2,1.578947306E-1,2.779470008E-1
4.870023615E0,1.929824501E-1,-1.754385978E-2,1.403508782E-1,2.392663413E-1
4.880118231E0,1.578947306E-1,-1.754385978E-2,1.403508782E-1,2.119832587E-1
4.890020077E0,1.403508782E-1,-1.754385978E-2,1.403508782E-1,1.992599434E-1
4.900004231E0,1.052631587E-1,0.000000000E0,1.228070185E-1,1.617463952E-1
4.910016384E0,7.017543912E-2,0.000000000E0,1.052631587E-1,1.265105720E-1
4.920212308E0,5.263157934E-2,0.000000000E0,1.052631587E-1,1.176877892E-1
4.930011461E0,3.508771956E-2,0.000000000E0,7.017543912E-2,7.845852611E-2
4.940259077E0,1.754385978E-2,0.000000000E0,5.263157934E-2,5.547855585E-2
4.950623846E0,1.754385978E-2,0.000000000E0,3.508771956E-2,3.922926306E-2
4.960250538E0,1.754385978E-2,0.000000000E0,1.754385978E-2,2.481076444E-2
4.969998923E0,0.000000000E0,0.000000000E0,1.754385978E-2,1.754385978E-2
4.980012615E0,0.000000000E0,0.000000000E0,1.754385978E-2,1.754385978E-2
4.989998615E0,-1.754385978E-2,0.000000000E0,1.754385978E-2,2.481076444E-2
5.000009615E0,-5.263157934E-2,0.000000000E0,0.000000000E0,5.263157934E-2
5.010053308E0,-7.017543912E-2,0.000000000E0,0.000000000E0,7.017543912E-2
5.021158923E0,-8.771929890E-2,0.000000000E0,0.000000000E0,8.771929890E-2
5.029998846E0,-1.228070185E-1,0.000000000E0,0.000000000E0,1.228070185E-1
5.040565769E0,-1.403508782E-1,0.000000000E0,-1.754385978E-2,1.414431194E-1
5.050003615E0,-1.403508782E-1,0.000000000E0,-5.263157934E-2,1.498948037E-1
5.060009692E0,-1.754385978E-1,0.000000000E0,-7.017543912E-2,1.889531525E-1
5.070203308E0,-1.929824501E-1,0.000000000E0,-1.052631587E-1,2.198239264E-1
5.080008846E0,-2.456140369E-1,0.000000000E0,-1.403508782E-1,2.828862389E-1
5.092054615E0,-2.807017565E-1,0.000000000E0,-1.754385978E-1,3.310168843E-1
5.100002538E0,-3.333333433E-1,0.000000000E0,-1.929824501E-1,3.851666442E-1
5.110028231E0,-3.684210479E-1,0.000000000E0,-2.280701697E-1,4.333013626E-1
5.119999385E0,-4.035087824E-1,0.000000000E0,-2.280701697E-1,4.635033331E-1
5.132802077E0,-4.561403394E-1,0.000000000E0,-2.456140369E-1,5.180639578E-1
5.142093461E0,-4.912280738E-1,0.000000000E0,-2.456140369E-1,5.492096828E-1
5.150006923E0,-4.912280738E-1,0.000000000E0,-2.456140369E-1,5.492096828E-1
5.160324077E0,-5.614035130E-1,0.000000000E0,-2.280701697E-1,6.059619680E-1
5.170529692E0,-5.964912176E-1,0.000000000E0,-2.280701697E-1,6.386061188E-1
5.181056692E0,-6.140350699E-1,0.000000000E0,-2.280701697E-1,6.550229534E-1
5.189998231E0,-6.140350699E-1,0.000000000E0,-2.280701697E-1,6.550229534E-1
5.200015154E0,-6.140350699E-1,0.000000000E0,-2.280701697E-1,6.550229534E-1
5.210005846E0,-6.315789223E-1,0.000000000E0,-2.280701697E-1,6.714967888E-1
5.220565769E0,-6.315789223E-1,0.000000000E0,-2.456140369E-1,6.776563954E-1
5.229997461E0,-6.315789223E-1,1.754385978E-2,-2.456140369E-1,6.778834540E-1
5.240263000E0,-5.964912176E-1,1.754385978E-2,-2.807017565E-1,6.594717854E-1
5.250415154E0,-5.964912176E-1,1.754385978E-2,-2.807017565E-1,6.594717854E-1
5.259999538E0,-5.964912176E-1,1.754385978E-2,-2.807017565E-1,6.594717854E-1
5.270894231E0,-6.140350699E-1,1.754385978E-2,-2.982456088E-1,6.828596469E-1
5.280008461E0,-6.140350699E-1,1.754385978E-2,-2.982456088E-1,6.828596469E-1
5.290115846E0,-6.315789223E-1,1.754385978E-2,-3.157894611E-1,7.063446084E-1
5.299999308E0,-6.315789223E-1,0.000000000E0,-3.157894611E-1,7.061267017E-1
5.310875077E0,-6.491228342E-1,0.000000000E0,-3.157894611E-1,7.218610930E-1
5.320016000E0,-6.666666865E-1,0.000000000E0,-3.157894611E-1,7.376770667E-1
5.330009461E0,-6.666666865E-1,0.000000000E0,-2.982456088E-1,7.303389036E-1
5.340097692E0,-6.842105389E-1,-1.754385978E-2,-2.982456088E-1,7.465937930E-1
5.350006000E0,-6.842105389E-1,-1.754385978E-2,-2.807017565E-1,7.397603156E-1
5.360031385E0,-7.017543912E-1,-1.754385978E-2,-2.807017565E-1,7.560161960E-1
5.370667692E0,-7.192982435E-1,-3.508771956E-2,-2.631579041E-1,7.667288919E-1
5.380017923E0,-7.368420959E-1,-3.508771956E-2,-2.807017565E-1,7.892787203E-1
5.390001385E0,-7.719298005E-1,-3.508771956E-2,-2.807017565E-1,8.221315230E-1
5.400802923E0,-7.894737124E-1,-3.508771956E-2,-2.982456088E-1,8.446598924E-1
5.410062308E0,-7.894737124E-1,-3.508771956E-2,-3.157894611E-1,8.510128521E-1
5.420920077E0,-8.070175648E-1,-3.508771956E-2,-3.157894611E-1,8.673127934E-1
5.430206769E0,-8.245614171E-1,-5.263157934E-2,-3.333333433E-1,8.909448532E-1
5.440005923E0,-8.421052694E-1,-5.263157934E-2,-3.333333433E-1,9.072058673E-1
5.450299615E0,-8.596491218E-1,-5.263157934E-2,-3.333333433E-1,9.235138404E-1
5.459999000E0,-8.771929741E-1,-7.017543912E-2,-3.333333433E-1,9.410118085E-1
5.470097923E0,-8.771929741E-1,-7.017543912E-2,-3.508771956E-1,9.473684143E-1
5.480317692E0,-9.122806787E-1,-7.017543912E-2,-3.508771956E-1,9.799466493E-1
5.491769154E0,-9.298245907E-1,-8.771929890E-2,-3.333333433E-1,9.916549615E-1
5.501591154E0,-9.649122953E-1,-8.771929890E-2,-3.333333433E-1,1.024627508E0
5.510010615E0,-9.824561477E-1,-8.771929890E-2,-3.157894611E-1,1.035682259E0
5.519997923E0,-1.000000000E0,-1.052631587E-1,-2.982456088E-1,1.048823520E0
5.530066923E0,-1.017543912E0,-1.052631587E-1,-2.807017565E-1,1.060787171E0
5.543805615E0,-1.052631617E0,-1.228070185E-1,-2.280701697E-1,1.084034541E0
5.550002461E0,-1.052631617E0,-1.228070185E-1,-2.280701697E-1,1.084034541E0
5.560045461E0,-1.087719321E0,-1.228070185E-1,-2.105263174E-1,1.114691085E0
5.570002769E0,-1.105263114E0,-1.228070185E-1,-1.929824501E-1,1.128685227E0
5.580921461E0,-1.122807026E0,-1.228070185E-1,-1.578947306E-1,1.140485829E0
5.590219308E0,-1.157894731E0,-1.228070185E-1,-1.403508782E-1,1.172817181E0
5.600038615E0,-1.175438643E0,-1.403508782E-1,-1.228070185E-1,1.190141141E0
5.610003846E0,-1.192982435E0,-1.403508782E-1,-8.771929890E-2,1.204408625E0
5.620006769E0,-1.192982435E0,-1.403508782E-1,-7.017543912E-2,1.203258099E0
5.631982692E0,-1.210526347E0,-1.403508782E-1,-5.263157934E-2,1.219771491E0
5.640110077E0,-1.228070140E0,-1.578947306E-1,-3.508771956E-2,1.238675972E0
5.651404846E0,-1.228070140E0,-1.578947306E-1,-1.754385978E-2,1.238303194E0
5.661025615E0,-1.245614052E0,-1.578947306E-1,0.000000000E0,1.255581583E0
5.670232385E0,-1.245614052E0,-1.578947306E-1,1.754385978E-2,1.255704145E0
5.679999769E0,-1.263157845E0,-1.403508782E-1,3.508771956E-2,1.271415454E0
5.691190923E0,-1.280701756E0,-1.403508782E-1,5.263157934E-2,1.289443850E0
5.699998308E0,-1.315789461E0,-1.228070185E-1,7.017543912E-2,1.323369964E0
5.714243385E0,-1.315789461E0,-1.228070185E-1,7.017543912E-2,1.323369964E0
5.720035000E0,-1.298245668E0,-1.228070185E-1,7.017543912E-2,1.305928012E0
5.730362538E0,-1.280701756E0,-1.228070185E-1,7.017543912E-2,1.288488706E0
5.741238000E0,-1.263157845E0,-1.228070185E-1,7.017543912E-2,1.271052279E0
5.749999769E0,-1.245614052E0,-1.228070185E-1,7.017543912E-2,1.253618970E0
5.761159461E0,-1.245614052E0,-1.228070185E-1,7.017543912E-2,1.253618970E0
5.770383154E0,-1.245614052E0,-1.228070185E-1,8.771929890E-2,1.254723318E0
5.780032692E0,-1.245614052E0,-1.228070185E-1,1.052631587E-1,1.256071758E0
5.790000308E0,-1.245614052E0,-1.228070185E-1,1.228070185E-1,1.257663506E0
5.800015923E0,-1.228070140E0,-1.228070185E-1,1.228070185E-1,1.240290045E0
5.810104769E0,-1.228070140E0,-1.228070185E-1,1.403508782E-1,1.242149830E0
5.820004769E0,-1.228070140E0,-1.228070185E-1,1.403508782E-1,1.242149830E0
5.831732231E0,-1.228070140E0,-1.228070185E-1,1.403508782E-1,1.242149830E0
5.840013308E0,-1.228070140E0,-1.228070185E-1,1.403508782E-1,1.242149830E0
5.850097154E0,-1.228070140E0,-1.228070185E-1,1.228070185E-1,1.240290045E0
5.860020231E0,-1.228070140E0,-1.228070185E-1,1.228070185E-1,1.240290045E0
5.870018538E0,-1.228070140E0,-1.228070185E-1,1.228070185E-1,1.240290045E0
5.879997231E0,-1.228070140E0,-1.228070185E-1,1.228070185E-1,1.240290045E0
5.891152846E0,-1.228070140E0,-1.228070185E-1,1.403508782E-1,1.242149830E0
5.899998615E0,-1.210526347E0,-1.228070185E-1,1.403508782E-1,1.224807728E0
5.910016769E0,-1.210526347E0,-1.228070185E-1,1.578947306E-1,1.226941868E0
5.920601461E0,-1.228070140E0,-1.228070185E-1,1.754385978E-1,1.246601995E0
5.930072461E0,-1.245614052E0,-1.052631587E-1,1.929824501E-1,1.264862413E0
5.940615846E0,-1.228070140E0,-1.052631587E-1,2.105263174E-1,1.250423101E0
5.950017769E0,-1.210526347E0,-1.052631587E-1,2.105263174E-1,1.233197348E0
5.961035231E0,-1.192982435E0,-1.052631587E-1,2.105263174E-1,1.215980573E0
5.970179461E0,-1.157894731E0,-8.771929890E-2,2.280701697E-1,1.183398025E0
5.980010231E0,-1.122807026E0,-8.771929890E-2,2.105263174E-1,1.145736280E0
5.990008923E0,-1.070175409E0,-8.771929890E-2,2.105263174E-1,1.094208121E0
6.000015000E0,-1.035087705E0,-8.771929890E-2,2.105263174E-1,1.059916300E0
6.010012846E0,-9.824561477E-1,-7.017543912E-2,1.929824501E-1,1.003686654E0
6.020296000E0,-9.298245907E-1,-7.017543912E-2,1.929824501E-1,9.522292727E-1
6.031036000E0,-8.771929741E-1,-7.017543912E-2,1.929824501E-1,9.009075047E-1
6.040392000E0,-8.421052694E-1,-7.017543912E-2,1.929824501E-1,8.667803085E-1
6.050018077E0,-7.894737124E-1,-7.017543912E-2,1.929824501E-1,8.157423374E-1
6.060801231E0,-7.368420959E-1,-7.017543912E-2,1.929824501E-1,7.649203178E-1
6.070033615E0,-7.017543912E-1,-7.017543912E-2,2.105263174E-1,7.360062147E-1
6.083654846E0,-6.666666865E-1,-5.263157934E-2,2.105263174E-1,7.010962019E-1
6.090026308E0,-6.140350699E-1,-5.263157934E-2,2.105263174E-1,6.512530081E-1
6.100031769E0,-5.789473653E-1,-5.263157934E-2,2.105263174E-1,6.182810568E-1
6.110021385E0,-5.438596606E-1,-5.263157934E-2,2.105263174E-1,5.855550733E-1
6.120003461E0,-5.438596606E-1,-5.263157934E-2,2.105263174E-1,5.855550733E-1
6.130008308E0,-5.087719560E-1,-3.508771956E-2,2.280701697E-1,5.586555768E-1
6.140050923E0,-4.912280738E-1,-3.508771956E-2,2.280701697E-1,5.427266079E-1
6.150006461E0,-4.561403394E-1,-1.754385978E-2,2.456140369E-1,5.183609277E-1
